artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count;;;;;;;;
Robert Randolph;0.0875;0.598;231867;0.786;0;0.0945;-3.601;0.0463;79.785;0.547;53;9;0;2;;;;;;;;
Robert Rounseville;0.921333333;0.387;158618;0.189666667;0.00038;0.453;-15.16333333;0.0395;128.9873333;0.469333333;2;7;1;3;;;;;;;;
Robert Russell Bennett;0.982;0.626;106800;0.476;0.0108;0.743;-14.745;0.886;106.686;0.644;0;9;1;1;;;;;;;;
Robert Sadin;0.892;0.376;594667;0.293;0.194;0.0716;-17.234;0.0437;82.856;0.212;1;3;1;1;;;;;;;;
Robert Schneider;0.386;0.547;156000;0.534;0.446;0.243;-11.275;0.0303;94;0.572;42;4;1;2;;;;;;;;
Robert Schumann;0.98582996;0.363587854;214060.5709;0.104150607;0.785907704;0.15390081;-22.80251012;0.047819838;98.53748583;0.280193522;3.214574899;5;1;247;;;;;;;;
Robert Scott;0.636;0.738;138240;0.282;0;0.332;-14.913;0.438;116.677;0.75;39;0;1;2;;;;;;;;
Robert Shafer;0.965333333;0.355666667;124133.3333;0.162333333;1.09E-05;0.280666667;-16.081;0.052166667;117.705;0.429666667;5.666666667;1;1;3;;;;;;;;
Robert Shaw;0.967015385;0.341018462;175169.7231;0.286646154;0.204285916;0.246735385;-17.81444615;0.0439;105.4214154;0.293878462;17.03076923;7;1;65;;;;;;;;
Robert Shaw Chorale;0.959571429;0.256085714;232713.9143;0.2422;0.227797484;0.306308571;-18.01745714;0.0462;100.8730857;0.227685714;14.45714286;7;1;35;;;;;;;;
Robert Silva;0.99375;0.2995625;232111.6875;0.349;0.218176969;0.4321875;-15.4423125;0.127275;104.77625;0.23293125;0.0625;8;1;16;;;;;;;;
Robert Smale & His Orchestra;0.527;0.468;118827;0.449;9.58E-06;0.109;-14.248;0.0748;147.256;0.386;2;6;1;2;;;;;;;;
Robert Smith;0.000834;0.477;226987;0.98;0.00963;0.357;-4.204;0.0887;135.902;0.199;61;7;0;2;;;;;;;;
Robert Smith ;0.00573;0.689;280017;0.579;0.0276;0.089;-7.294;0.0315;117.641;0.671;49;9;1;2;;;;;;;;
Robert Stolz;0.854;0.454;181893;0.5415;0.4582865;0.7125;-13.3045;0.169;131.43;0.495;11.5;7;1;2;;;;;;;;
Robert Stringer;0.956;0.1288;209660;0.0253;0.00828;0.1445;-33.2955;0.0463;136.75;0.0901;47;7;1;2;;;;;;;;
Robert Sund;0.961;0.149;75240;0.00389;0;0.0961;-38.251;0.0673;73.474;0.0417;34;2;0;2;;;;;;;;
Robert Tepper;0.00385;0.570333333;265147;0.742;0.002004267;0.197666667;-12.08733333;0.0448;127.4616667;0.591333333;52.66666667;4;0;6;;;;;;;;
Robert Tree Cody;0.995666667;0.249666667;251555.6667;0.012383333;0.918666667;0.0868;-31.66366667;0.043066667;81.863;0.701;38.33333333;6;0;6;;;;;;;;
Robert Uhlmarash;0.281333333;0.705666667;190368.6667;0.897333333;0.052606;0.1442;-6.714333333;0.047766667;96.664;0.877333333;34;10;0;3;;;;;;;;
Robert Wacker;0.8945;0.5475;204980;0.244;9.38E-06;0.2295;-14.1275;0.10915;100.7315;0.651;9.5;3;1;2;;;;;;;;
Robert Westenberg;0.934333333;0.424833333;203915.6667;0.242;1.03E-05;0.100633333;-14.02066667;0.1147;104.4568333;0.385833333;29.16666667;4;1;6;;;;;;;;
Robert Wright;0.404971429;0.719571429;292179.2857;0.494285714;0.070151429;0.125828571;-7.858;0.033514286;114.9085714;0.739857143;26.85714286;0;1;7;;;;;;;;
Robert Wyatt;0.44275;0.49275;278473.5;0.473;0.02921027;0.17775;-11.7035;0.037175;103.09675;0.315575;27;6;1;8;;;;;;;;
Robert Yves;0.878;0.744;61068;0.196;0;0.387;-18.048;0.668;82.675;0.839;0;1;1;2;;;;;;;;
Robert Ziegler;0.939375;0.2731625;227393.25;0.1722;0.895375;0.1893875;-18.341875;0.039225;114.589875;0.2774;38.625;8;1;8;;;;;;;;
Robert de Visée;0.98;0.563857143;104356.1429;0.045214286;0.909714286;0.113185714;-26.32771429;0.046257143;106.4415714;0.539428571;1.571428571;8;0;7;;;;;;;;
Roberta Chorus (1952);0.944666667;0.382333333;219537.6667;0.230333333;0.017200437;0.184;-11.14;0.0322;103.684;0.328766667;0;5;1;6;;;;;;;;
Roberta Flack;0.707577465;0.433535211;298086.9014;0.264930986;0.029463496;0.144373239;-15.71047887;0.039529577;115.5238592;0.30644507;38.15492958;8;1;71;;;;;;;;
Roberta Flack with Maxi Priest;0.38;0.678;323880;0.37;3.50E-05;0.128;-16.073;0.0301;121.595;0.622;37;5;1;2;;;;;;;;
Roberta Peters;0.982;0.44;176040;0.205;0.0375;0.106;-13.323;0.0555;144.378;0.196;33;5;1;1;;;;;;;;
Roberto;0.000953;0.519;298075;0.82;0.000113;0.166;-4.813;0.0515;127.954;0.0751;0;9;1;2;;;;;;;;
Roberto Aussel;0.97;0.593;151360;0.156;0.951;0.0934;-14.546;0.0434;126.195;0.219;0;2;0;2;;;;;;;;
Roberto Baraldi;0.879;0.468;207307;0.24;8.59E-05;0.0924;-15.511;0.0407;117.112;0.546;45;0;1;1;;;;;;;;
Roberto Benaglio;0.977;0.3605;230199.75;0.17585;0.069391;0.29575;-17.70425;0.05485;120.45625;0.269175;0;4;1;8;;;;;;;;
Roberto Carlos;0.422291667;0.558194444;215261.1111;0.430486111;0.033528462;0.204605556;-12.71694444;0.046294444;121.6388056;0.676861111;39.88888889;11;1;72;;;;;;;;
Roberto Conforto;6.91E-06;0.766;463244;0.965;0.907;0.035;-5.874;0.0855;142;0.705;0;0;1;2;;;;;;;;
Roberto Faz;0.874;0.49;140267;0.741;0.0043;0.115;-13.127;0.039;151.806;0.85;0;8;1;2;;;;;;;;
Roberto Ferrante;0.0856;0.804;340733;0.881;0.0384;0.0522;-4.369;0.0389;120.067;0.96;37;0;1;2;;;;;;;;
Roberto Fugazot;0.984;0.823;174610;0.26;0.356425;0.1645;-13.4215;0.163925;114.62375;0.73175;0;7;0;8;;;;;;;;
Roberto Hernández;0.537;0.853;258325;0.791;0;0.0501;-4.802;0.043;98.004;0.884;0;2;0;2;;;;;;;;
Roberto Junior Y Su Bandeño;0.0707;0.817;176840;0.809;0.0034;0.0635;-4.914;0.2;151.984;0.921;53;5;1;2;;;;;;;;
Roberto Luna;0.974;0.461;135602;0.569;0;0.347;-3.096;0.0363;120.027;0.508;0;10;1;1;;;;;;;;
Roberto Luti;0.84;0.526;158387;0.501;0;0.139;-8.088;0.0367;113.546;0.762;40;0;1;2;;;;;;;;
Roberto Maida;0.972508772;0.621269006;175759.5614;0.407371345;0.278202873;0.19648538;-8.502684211;0.074056725;129.8409532;0.783573099;0.058479532;2;1;342;;;;;;;;
Roberto Menescal;0.544666667;0.512;135822;0.394333333;8.24E-05;0.114;-12.91666667;0.0367;123.4596667;0.676666667;18.33333333;0;1;3;;;;;;;;
Roberto Menescal E Seu Conjunto;0.487;0.504;109240;0.521;0.645;0.099;-13.366;0.0325;96.795;0.856;25;5;0;2;;;;;;;;
Roberto Murolo;0.983545455;0.539363636;192469.0909;0.049772727;0.005157797;0.104454545;-19.74409091;0.047218182;112.9841818;0.281545455;6.727272727;2;1;22;;;;;;;;
Roberto Paiva;0.834166667;0.577166667;144886.3333;0.456666667;0.061002918;0.1591;-8.334166667;0.062033333;105.5468333;0.586666667;14.83333333;7;1;12;;;;;;;;
Roberto Pulido;0.186;0.6495;181366.5;0.8085;0.00024075;0.1586;-3.35;0.042;100.254;0.8445;28;7;1;4;;;;;;;;
Roberto Roena;0.710666667;0.637333333;319706.6667;0.712666667;0.0002124;0.159666667;-5.265666667;0.046766667;138.2513333;0.875;33.66666667;7;0;3;;;;;;;;
Roberto Roena Y Su Apollo Sound;0.531277778;0.631444444;291106.4444;0.677611111;0.047588474;0.194411111;-6.741722222;0.043272222;102.0617778;0.847055556;33.88888889;7;0;36;;;;;;;;
Roberto Tapia;0.433333333;0.652666667;201195.6667;0.728666667;0;0.269333333;-4.625333333;0.073633333;138.7526667;0.871666667;51.33333333;7;1;6;;;;;;;;
Roberto Torres;0.549;0.682;420333;0.521;1.63E-06;0.0311;-11.434;0.249;92.728;0.832;55;9;0;2;;;;;;;;
Roberto Yanes;0.923;0.265;180147;0.357;0.00525;0.147;-8.848;0.0311;85.227;0.16;16;2;1;2;;;;;;;;
Robi Kahakalau;0.823;0.517428571;215792.2857;0.362428571;0.125523457;0.191;-11.97957143;0.034871429;124.7498571;0.474428571;10.85714286;4;1;7;;;;;;;;
Robin Aristo;0.00216;0.647;164760;0.97;0.00143;0.344;-5.345;0.101;125.115;0.0946;4;0;0;2;;;;;;;;
Robin Barter;0.979;0.132;268627;0.0626;0.459;0.101;-24.804;0.0595;80.212;0.0518;32;7;1;1;;;;;;;;
Robin Cariño;0.6;0.648;303878;0.532;0.000323;0.0853;-11.453;0.0616;169.351;0.963;27;7;1;2;;;;;;;;
Robin Danar;0.0508;0.603;246707;0.846;0.516;0.211;-6.879;0.0349;114.017;0.312;0;9;1;2;;;;;;;;
Robin Gibb;0.383344444;0.471055556;220448.8889;0.5145;0.000254512;0.217711111;-12.70805556;0.034661111;134.2341667;0.573316667;38.55555556;0;1;18;;;;;;;;
Robin Guthrie;0.0215;0.36;231226;0.701;9.19E-06;0.134;-6.347;0.0267;172.043;0.725;39;0;1;2;;;;;;;;
Robin Harris;0.832;0.617;70264;0.691;0;0.893;-10.474;0.882;114.926;0.326;24;6;1;2;;;;;;;;
Robin Jeffrey;0.7665;0.597;235587;0.2435;0.498;0.08385;-21.3345;0.03935;124.608;0.7535;49;1;1;2;;;;;;;;
Robin Lamont;0.328;0.2825;199220;0.686;0;0.171;-6.443;0.0648;138.668;0.561;23.5;2;0;2;;;;;;;;
Robin Leggate;0.989;0.218;156400;0.11;0.0902;0.114;-24.477;0.0502;77.795;0.0371;20;7;1;2;;;;;;;;
Robin Lester;0.995;0.745;105147;0.15;7.64E-05;0.124;-13.87;0.0521;95.013;0.923;44;0;1;1;;;;;;;;
Robin Majumdar;0.992724138;0.46962069;183545.7931;0.185234483;0.560096627;0.132472414;-17.02758621;0.068303448;86.75610345;0.454889655;0;11;1;29;;;;;;;;
Robin McAuley;0.0126;0.448;361081;0.812;0.000607;0.129;-2.897;0.035;110.99;0.0632;36;1;0;2;;;;;;;;
Robin S;0.177100333;0.744666667;230700;0.798666667;0.008173533;0.084233333;-5.772666667;0.084733333;122.7133333;0.690333333;52.33333333;5;1;6;;;;;;;;
Robin Schulz;0.04676;0.73625;231760.875;0.702875;0.005708853;0.2194;-6.5205;0.0375875;129.87325;0.6915;57.25;5;0;8;;;;;;;;
Robin Scott;0.124;0.94;296467;0.727;0.00021;0.0808;-9.982;0.0358;110.796;0.969;50;1;1;2;;;;;;;;
Robin Thicke;0.19887375;0.7748125;263967.875;0.5648125;0.000629529;0.12995625;-6.715625;0.119825;107.534125;0.6598125;44.375;7;1;16;;;;;;;;
Robin Trower;0.195496588;0.469258772;257085.3991;0.646140351;0.05872385;0.190116667;-9.567833333;0.053541667;118.2445833;0.529462281;8.285087719;8;0;228;;;;;;;;
Robin Ward;0.772;0.534;148927;0.384;3.46E-06;0.207;-11.41;0.0283;101.752;0.374;17;1;1;2;;;;;;;;
Robin Williams;0.851589744;0.561897436;207075.3846;0.633666667;2.70E-05;0.819153846;-17.53092308;0.903282051;96.61476923;0.286792308;23.33333333;1;1;78;;;;;;;;
Robin de Jesus;0.306;0.719;335013;0.554;0;0.113;-7.203;0.353;85.194;0.648;51;4;0;1;;;;;;;;
Roby Howler;0.000596;0.806;352384;0.812;0.888;0.0389;-8.513;0.394;126.02;0.627;0;6;0;2;;;;;;;;
Robyn;0.028196;0.6062;248384;0.8134;0.06608;0.12668;-4.3422;0.05152;148.2226;0.5046;52.4;6;1;10;;;;;;;;
Roc Raida;0.0446;0.757;109493;0.978;0.000796;0.0355;-3.749;0.215;93.646;0.539;37;5;0;1;;;;;;;;
Rocco Bene;0.000563;0.77;289851;0.935;0.0288;0.533;-2.219;0.116;130.01;0.88;0;10;0;1;;;;;;;;
Rocco Caine;0.000218;0.698;470000;0.862;0.927;0.552;-8.23;0.0392;125.99;0.517;0;11;0;1;;;;;;;;
Rocco DeLuca;0.0467;0.616;343013;0.586;0.0275;0.0948;-6.232;0.0332;127.195;0.518;2;5;0;2;;;;;;;;
Roch Voisine;0.325;0.659;223533;0.346;0;0.0787;-11.038;0.0263;111.238;0.174;51;10;1;2;;;;;;;;
Rocio Banquells;0.625666667;0.630666667;247733.6667;0.491;5.53E-05;0.216266667;-13.43233333;0.043333333;137.258;0.545;44.66666667;4;1;6;;;;;;;;
Rock City;0.0963;0.749;239973;0.846;0.0122;0.313;-7.518;0.0895;143.004;0.481;50;1;1;2;;;;;;;;
Rock D The Legend;0.0829;0.863;272587;0.916;7.09E-06;0.566;-4.523;0.137;145.182;0.964;51;2;1;1;;;;;;;;
Rock Mafia;0.145643333;0.742;150020;0.842;0.026136313;0.288666667;-5.065666667;0.056366667;119.9846667;0.778333333;46.33333333;7;0;6;;;;;;;;
Rock Master Scott & The Dynamic Three;0.00278;0.867;335016;0.745;0;0.705;-9.12;0.137;118.976;0.695;0;6;1;2;;;;;;;;
Rock Projection;0.18963;0.592;251658.25;0.57825;0.62675;0.191125;-8.32525;0.0287;118.5155;0.5815;0;2;1;8;;;;;;;;
Rocka Mambo;0.0907;0.666;174040;0.709;1.69E-05;0.192;-2.219;0.11;133.685;0.797;8;3;1;2;;;;;;;;
Rockabye Baby!;0.955111111;0.654333333;226563;0.182544444;0.574555556;0.075655556;-16.034;0.082233333;101.2718889;0.561555556;28.44444444;9;0;18;;;;;;;;
Rockabye Lullaby;0.9001;0.5377;239564.9;0.1731;0.580728;0.11527;-13.4972;0.09436;115.5621;0.3407;59.1;0;1;20;;;;;;;;
Rockell;0.0317;0.777;242060;0.6815;0.32;0.1305;-7.738;0.03905;132.28;0.857;40.5;9;0;4;;;;;;;;
Rocket From The Crypt;0.0123;0.39;173627;0.964;3.90E-05;0.066;-4.778;0.0741;147.359;0.541;33;6;0;2;;;;;;;;
Rocket Jumper;0.0102;0.607;305947;0.93;0.374;0.584;-3.68;0.077;128.074;0.443;0;7;1;2;;;;;;;;
Rockin' Sidney;0.29;0.789;229760;0.649;2.17E-06;0.0997;-10.496;0.055;167.366;0.973;27;5;1;2;;;;;;;;
Rocko;0.422;0.422;260276;0.641;0;0.317;-4.947;0.323;187.027;0.654;57;10;0;2;;;;;;;;
Rockpile;0.2253;0.618;188940;0.77125;9.01E-05;0.103775;-10.61475;0.045625;146.90775;0.9255;25.5;0;1;8;;;;;;;;
Rocksolid;0.000386;0.576;227413;0.707;7.31E-06;0.208;-6.697;0.0326;124.498;0.691;45;4;0;2;;;;;;;;
Rockwell;0.103;0.773;238773;0.505;0.000138;0.0729;-10.357;0.0329;124.131;0.891;64;1;0;2;;;;;;;;
Rocky;0.0119;0.712;383233;0.721;0.9;0.123;-10.742;0.0619;131.991;0.0506;0;7;1;1;;;;;;;;
Rocky Burnette;0.677;0.67;223373;0.773;0.00192;0.309;-10.953;0.0377;120.465;0.827;45;4;0;2;;;;;;;;
Rocky Orchestra;0.192;0.591;289533;0.806;0.817;0.482;-7.056;0.0289;94.043;0.723;32;9;0;2;;;;;;;;
Rocky Zharp;0.474;0.494;254107;0.345;0.0137;0.115;-12.658;0.0342;136.544;0.504;0;7;1;2;;;;;;;;
Roco;0.889;0.223;650387;0.163;0.765;0.763;-24.432;0.0624;109.46;0.219;0;4;0;1;;;;;;;;
Rocío Dúrcal;0.576803738;0.537084112;213767.1776;0.376168224;0.000997342;0.263183178;-11.4404486;0.03931215;130.1901869;0.632672897;46.21495327;2;1;107;;;;;;;;
Rocío Jurado;0.39825;0.524;260096.5;0.386;2.53E-05;0.0768;-14.95225;0.186475;125.19225;0.497;42.75;8;0;8;;;;;;;;
Rod & Kevin;0.162;0.795;156627;0.535;0;0.382;-7.861;0.527;84.965;0.333;15;1;1;1;;;;;;;;
Rod Hart;0.523;0.621;209348;0.424;0;0.11;-15.084;0.246;107.477;0.558;23;4;1;2;;;;;;;;
Rod McKuen;0.935;0.181;164107;0.168;0.144;0.105;-19.825;0.0329;88.687;0.0853;8;5;1;2;;;;;;;;
Rod McLennan;0.8915;0.676;246047;0.614;0.0149789;0.269;-10.393;0.08495;122.588;0.8985;16;0;1;2;;;;;;;;
Rod Stewart;0.360936982;0.543757396;274575.071;0.59064497;0.058593237;0.172509467;-10.98631361;0.041266272;124.6790651;0.559304142;44.12426036;2;1;169;;;;;;;;
Rod Temperton;0.5186;0.6472;177896;0.2838;0;0.5374;-16.7948;0.942;116.472;0.6024;30.2;6;1;5;;;;;;;;
Rod Wave;0.199252632;0.721631579;165593.8421;0.488578947;2.97E-05;0.114947368;-10.08473684;0.232484211;117.5294737;0.435736842;66.89473684;4;0;19;;;;;;;;
Rodan;0.254;0.763;204160;0.9;0;0.178;-5.367;0.371;103.641;0.555;55;10;0;1;;;;;;;;
Roddy McDowall;0.804;0.638;86467;0.292;0;0.105;-16.399;0.229;135.161;0.88;21;9;0;1;;;;;;;;
Roddy Reynaert;0.002974;0.646;440812;0.92;0.8685;0.2191;-7.1075;0.0528;125.998;0.775;1;4;0;4;;;;;;;;
Roddy Ricch;0.205457447;0.797468085;185855.5957;0.613553191;1.81E-05;0.163459574;-6.996276596;0.156;121.7366383;0.446808511;59.10638298;1;0;47;;;;;;;;
Roddy Woomble;0.709;0.262;277208;0.245;0.00269;0.132;-9.501;0.0282;91.879;0.315;0;0;1;2;;;;;;;;
Rodel Naval;0.331;0.5775;238166.5;0.661;0;0.235;-8.654;0.0283;125.1115;0.505;41;5;1;4;;;;;;;;
Roderick Porter;0.298;0.872;170906;0.752;0;0.138;-9.425;0.156;118.002;0.327;64;4;1;2;;;;;;;;
Rodg;0.006306614;0.571692308;118942.8462;0.863461538;0.728615642;0.376538462;-6.682;0.057561538;128.9142308;0.282169231;18.76923077;9;1;13;;;;;;;;
Rodman;0.854;0.636;118956;0.409;0;0.721;-20.585;0.803;114.502;0.778;2;11;0;2;;;;;;;;
Rodney Atkins;0.102826316;0.563;210682.3684;0.832210526;0;0.215431579;-4.875052632;0.048636842;126.0233158;0.739947368;58.05263158;6;1;19;;;;;;;;
Rodney Crowell;0.5115;0.622666667;228095.5;0.403;0.00681331;0.118733333;-14.11633333;0.042366667;131.719;0.531;33.33333333;4;1;12;;;;;;;;
Rodney Dangerfield;0.812;0.498;1171360;0.736;0;0.565;-14.779;0.95;83.932;0.242;21;5;1;2;;;;;;;;
Rodney Ellis;0.0175;0.858;277680;0.795;0.000122;0.0518;-5.814;0.0937;100.008;0.706;32;4;1;2;;;;;;;;
Rodney Franklin;0.32;0.62;292760;0.632;0.632;0.22;-13.548;0.0321;108.406;0.743;36;0;1;2;;;;;;;;
Rodney O;0.2425;0.9225;210633.5;0.9;0;0.211;-6.585;0.1435;107.161;0.677;31;1;1;2;;;;;;;;
Rodney-O & Joe Cooley;0.001476;0.8165;249700;0.3345;1.72E-05;0.269;-15.138;0.1905;135.986;0.5865;30;7;1;4;;;;;;;;
Rodolfo Aicardi;0.572;0.643;197404.3333;0.507666667;0;0.191666667;-9.181;0.054566667;101.2316667;0.769;21.33333333;9;1;3;;;;;;;;
Rodrigo Deem;0.00393128;0.533;163484.5;0.876;0.605921667;0.208666667;-6.320333333;0.06295;127.9988333;0.421333333;1.333333333;7;0;6;;;;;;;;
Rodrigo Diaz;6.57E-05;0.81;394839;0.94;0.884;0.0413;-6.462;0.0594;124.007;0.921;0;8;1;2;;;;;;;;
Rodrigo y Gabriela;0.797;0.596;205800;0.904;0.823;0.1;-7.458;0.0352;128.498;0.971;46;7;1;2;;;;;;;;
Rodriguez Jr.;0.00029;0.699;283270;0.687;0.49;0.107;-7.508;0.0284;122;0.391;7;5;0;2;;;;;;;;
Rodríguez;0.397314091;0.514045455;198911.4545;0.642772727;0.001571454;0.14765;-6.007090909;0.069704545;116.9493636;0.550272727;45.31818182;4;1;44;;;;;;;;
Roedelius;0.837666667;0.349333333;212026.6667;0.2485;0.918333333;0.120666667;-19.588;0.038833333;95.20233333;0.172233333;30.33333333;4;1;6;;;;;;;;
Rogelio Martinez;0.645;0.558;194427;0.328;0;0.0704;-7.846;0.0478;141.214;0.547;52;0;0;2;;;;;;;;
Rogelio Martinez 'El Rm';0.545;0.815;151213;0.738;0;0.0772;-5.142;0.127;119.905;0.967;62;10;1;1;;;;;;;;
Roger;0.134012;0.6826;332662.7;0.6994;0.000386569;0.15435;-6.4078;0.064605;105.48175;0.6119;39.45;7;1;20;;;;;;;;
Roger & Zapp;0.0738;0.786;242320;0.371;0;0.0591;-7.225;0.231;176.592;0.565;32;0;1;1;;;;;;;;
Roger Barsotti;0.957;0.628;136508;0.688;0.907;0.247;-7.225;0.0527;118.877;0.822;0;5;1;2;;;;;;;;
Roger Bart;0.863666667;0.258666667;148671;0.232;0.000551633;0.070833333;-14.57566667;0.035433333;99.75333333;0.289666667;50.66666667;9;1;6;;;;;;;;
Roger Bean;0.815166667;0.507166667;216553.1667;0.344833333;0;0.18075;-12.94183333;0.1106;147.3843333;0.6595;10.5;6;0;12;;;;;;;;
Roger Creager;0.1705;0.641;262586.5;0.5035;8.20E-05;0.1315;-10.036;0.0308;96.9755;0.604;39;7;1;4;;;;;;;;
Roger Dale Hockensmith;0.275;0.328;177480;0.757;0.489;0.116;-5.952;0.0371;68.673;0.372;0;7;1;2;;;;;;;;
Roger Daltrey;0.3086;0.456;285182.3333;0.491666667;0.001258;0.137;-12.108;0.0333;112.945;0.259333333;31.66666667;5;1;6;;;;;;;;
Roger Desormiere;0.940723077;0.320472308;180714.5846;0.061411231;0.119360624;0.274950769;-26.57715385;0.066136923;97.94284615;0.139584615;0.769230769;2;1;65;;;;;;;;
Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris;0.940723077;0.320472308;180714.5846;0.061411231;0.119360624;0.274950769;-26.57715385;0.066136923;97.94284615;0.139584615;0.769230769;2;1;65;;;;;;;;
Roger Desormières;0.9374;0.2518;240402.4;0.417;0.442546;0.3796;-12.4598;0.20804;79.2484;0.18458;0;0;1;10;;;;;;;;
Roger Edens;0.79;0.866;36840;0.213;3.30E-05;0.177;-22.712;0.658;116.712;0.931;13;3;1;2;;;;;;;;
Roger Eno;0.909666667;0.268666667;208995.6667;0.04456;0.887333333;0.087466667;-26.12266667;0.038266667;89.848;0.077333333;33.66666667;6;0;6;;;;;;;;
Roger Fly;0.26520625;0.7703125;212724.75;0.510125;0.7045;0.14885625;-12.0474375;0.0369875;107.158625;0.7335;0.0625;11;0;64;;;;;;;;
Roger Glover;0.634;0.599;197267;0.812;3.47E-05;0.849;-4.971;0.0494;111.691;0.766;48;7;1;1;;;;;;;;
Roger Hodgson;0.601;0.443666667;425951;0.384333333;0.008833;0.184566667;-15.58533333;0.031566667;127.797;0.1944;45;5;1;6;;;;;;;;
Roger Keele;0.9305;0.2902125;212878.25;0.28245;0.00160975;0.5757625;-19.980125;0.2134125;116.8445;0.198375;0.875;1;1;8;;;;;;;;
Roger McGuinn;0.40569;0.501666667;215631;0.635666667;6.06E-06;0.397;-8.852;0.041;138.901;0.626;38;7;1;3;;;;;;;;
Roger Miller;0.774693878;0.627081633;129852.8776;0.355020408;0.004224397;0.163036735;-14.15995918;0.092059184;128.7358163;0.739979592;37.79591837;11;1;49;;;;;;;;
Roger Quilter;0.98925;0.3935;137656.75;0.098325;0.000419105;0.1070625;-19.564125;0.0487;115.08675;0.31375;0;9;1;8;;;;;;;;
Roger Sessions;0.645;0.1611;195395.5;0.1311;0.698;0.137;-18.6145;0.0357;77.87;0.21285;0;4;0;2;;;;;;;;
Roger Shah;0.002530064;0.501733333;181478.3333;0.9364;0.433887733;0.2478;-6.762666667;0.093206667;136.0991333;0.366866667;10;7;0;15;;;;;;;;
Roger Slato;0.000295;0.62;243799;0.639;0.816;0.0784;-6.398;0.0344;128.022;0.0383;0;5;0;2;;;;;;;;
Roger Voisin;0.84325;0.20375;148556.75;0.32975;0.558425;0.41875;-15.6835;0.04425;68.434;0.097025;0;5;1;8;;;;;;;;
Roger Voudouris;0.2058;0.6305;215593.5;0.7965;9.52E-05;0.0827;-7.606;0.0486;90.3945;0.843;29;9;1;4;;;;;;;;
Roger W. Lowther;0.6347;0.15572;430559.1;0.122087;0.8597;0.16094;-23.6654;0.03783;84.7292;0.07487;0.3;5;1;20;;;;;;;;
Roger Waters;0.291446875;0.49178125;260318.5938;0.241925;0.006541656;0.24823125;-18.04146875;0.04135625;123.04175;0.226940625;33.40625;0;1;32;;;;;;;;
Roger White;0.818;0.649;111707;0.398;0;0.461;-12.462;0.0361;129.669;0.849;1;7;1;1;;;;;;;;
Roger Whittaker;0.617242857;0.450285714;215170.3571;0.2535;0.058851779;0.207592857;-17.60685714;0.050807143;114.3842857;0.322928571;26.28571429;7;1;28;;;;;;;;
Roger Williams;0.871272727;0.36169697;188551.1515;0.198333333;0.511408087;0.154857576;-15.60275758;0.032760606;109.1419394;0.261384848;24.96969697;7;1;66;;;;;;;;
Rogue Wave;0.821;0.642;148867;0.462;2.51E-06;0.106;-8.026;0.0294;130.015;0.484;57;1;1;2;;;;;;;;
Rohangiz Yachmi;0.965;0.295;262440;0.12;0.821;0.223;-17.601;0.0472;152.712;0.177;49;0;1;1;;;;;;;;
Rohini Roy;0.987333333;0.613;202283.3333;0.282333333;0.161872667;0.196;-12.38933333;0.273;118.392;0.727;0;4;1;6;;;;;;;;
Rohit Nirala;0.193;0.742;218384;0.806;0;0.26;-5.056;0.242;110.01;0.82;0;8;1;2;;;;;;;;
Rohosen;0.673;0.907;186447;0.607;0;0.312;-7.917;0.135;114.758;0.962;0;5;1;2;;;;;;;;
Rokia Traoré;0.626;0.702;386973;0.269;0.0406;0.125;-15.172;0.0365;99.747;0.397;52;10;0;2;;;;;;;;
Roky Erickson;0.1335;0.366;278307;0.7855;0.0013;0.2375;-7.741;0.056;175.53;0.4925;25.5;7;1;4;;;;;;;;
Roland Alexander;0.674;0.496;417853;0.216;1.01E-05;0.213;-14.311;0.198;83.625;0.0777;33;7;1;1;;;;;;;;
Roland Cazimero;0.823;0.517428571;215792.2857;0.362428571;0.125523457;0.191;-11.97957143;0.034871429;124.7498571;0.474428571;10.85714286;4;1;7;;;;;;;;
Roland Clark;0.00289;0.816;288197;0.921;0.817;0.241;-5.117;0.0671;122.017;0.373;0;7;1;1;;;;;;;;
Roland Hayes;0.993;0.308;257960;0.102;0.0738;0.142;-18.663;0.0439;131.317;0.224;0;3;1;2;;;;;;;;
Roland Haynes;0.3178;0.415;278120;0.5675;0.7825;0.09665;-15.535;0.0498;83.011;0.8505;23.5;10;1;4;;;;;;;;
Roland Klinkenberg;0.000715;0.6755;133694.5;0.862;0.8745;0.2855;-12.351;0.07;131.8965;0.4805;3.5;1;1;4;;;;;;;;
Roland Pöntinen;0.995;0.354;187200;0.00237;0.933;0.0667;-40.561;0.0634;66.948;0.0738;41;9;0;2;;;;;;;;
Rolando Aguiló y su Orquesta;0.74825;0.6425;163540;0.4;0.294501163;0.24875;-9.94625;0.0434;108.261;0.78725;0;6;1;8;;;;;;;;
Rolando Alfonso;0.882;0.638;224060;0.675;0.693;0.0448;-7.887;0.0592;99.992;0.715;5;6;1;2;;;;;;;;
Rolando Laserie;0.503;0.659;171352;0.444;3.04E-05;0.311;-6.843;0.033;97.425;0.906;54;5;0;2;;;;;;;;
Rolando Panerai;0.970896552;0.352758621;235079.6207;0.21307931;0.037372714;0.221875862;-16.36403448;0.05882069;101.3267586;0.240703448;8.655172414;5;1;29;;;;;;;;
